10 58 0.000000
10 59 0.000000
11 0.000000
11 0 0.000000
11 1 0.000000
11 2 0.000000
11 3 0.000000
11 4 25.000000
11 5 60.000000
11 6 60.000000
11 7 60.000000
11 8 29.000000
11 9 0.000000
11 10 0.000000
11 11 0.000000
11 12 0.000000
11 13 0.000000
11 14 0.000000
11 15 0.000000
11 16 0.000000
11 17 0.000000
11 18 48.000000
11 19 60.000000
11 20 60.000000
11 21 60.000000
11 22 2.000000
11 23 0.000000
11 24 0.000000
11 25 0.000000
11 26 0.000000
11 27 0.000000
11 28 0.000000
11 29 0.000000
11 30 0.000000
11 31 24.000000
11 32 60.000000
11 33 60.000000
11 34 60.000000
11 35 30.000000
11 36 0.000000
11 37 0.000000
11 38 0.000000
11 39 0.000000
11 40 0.000000
11 41 0.000000
11 42 0.000000
11 43 0.000000
11 44 0.000000
11 45 38.000000
11 46 60.000000
11 47 60.000000
11 48 60.000000
11 49 17.000000
11 50 0.000000
11 51 0.000000
11 52 0.000000
11 53 0.000000
11 54 0.000000
11 55 0.000000
11 56 0.000000
11 57 0.000000
11 58 0.000000
11 59 43.000000
12 16.266666
12 0 60.000000
12 1 60.000000
12 2 60.000000
12 3 9.000000
12 4 0.000000
12 5 0.000000
12 6 0.000000
12 7 0.000000
12 8 0.000000
12 9 0.000000
12 10 0.000000
12 11 0.000000
12 12 0.000000
12 13 56.000000
12 14 60.000000
12 15 60.000000
12 16 51.000000
12 17 0.000000
12 18 0.000000
12 19 0.000000
12 20 0.000000
12 21 0.000000
12 22 0.000000
12 23 0.000000
12 24 0.000000
12 25 0.000000
12 26 40.000000
12 27 60.000000
12 28 60.000000
12 29 60.000000
12 30 7.000000
12 31 0.000000
12 32 0.000000
12 33 0.000000
12 34 0.000000
12 35 0.000000
12 36 0.000000
12 37 0.000000
12 38 0.000000
12 39 19.000000
12 40 60.000000
12 41 60.000000
12 42 60.000000
12 43 29.000000
12 44 0.000000
12 45 0.000000
12 46 0.000000
12 47 0.000000
12 48 0.000000
12 49 0.000000
12 50 0.000000
12 51 0.000000
12 52 1.000000
12 53 60.000000
12 54 60.000000
12 55 60.000000
12 56 46.000000
12 57 0.000000
12 58 0.000000
12 59 0.000000
13 18.299999
13 0 0.000000
13 1 0.000000
13 2 0.000000
13 3 0.000000
13 4 0.000000
13 5 0.000000
13 6 41.000000
13 7 60.000000
13 8 60.000000
